-5.137186896324192453e+00 1.353588918531537999e+01 3.000000000000000000e+01
-5.137260352562757149e+00 1.353923582012514437e+01 3.000000000000000000e+01
-5.137405456746805932e+00 1.354258244527620292e+01 3.000000000000000000e+01
-5.137622208499336374e+00 1.354592905427260341e+01 3.000000000000000000e+01
-5.137910607249281725e+00 1.354927564061851086e+01 3.000000000000000000e+01
-5.138270652231541114e+00 1.355262219781822353e+01 3.000000000000000000e+01
-5.138702342486997310e+00 1.355596871937624393e+01 3.000000000000000000e+01
-5.139205676862472316e+00 1.355931519879728775e+01 3.000000000000000000e+01
-5.139780654010790428e+00 1.356266162958635846e+01 3.000000000000000000e+01
-5.140427272390764024e+00 1.356600800524877037e+01 3.000000000000000000e+01
-5.141145530267228203e+00 1.356935431929018776e+01 3.000000000000000000e+01
-5.141935425711049668e+00 1.357270056521668700e+01 3.000000000000000000e+01
-5.142796956599125835e+00 1.357604673653477967e+01 3.000000000000000000e+01
-5.143730120614459445e+00 1.357939282675146409e+01 3.000000000000000000e+01
-5.144734915246146123e+00 1.358273882937426968e+01 3.000000000000000000e+01
-5.145811337789378825e+00 1.358608473791128368e+01 3.000000000000000000e+01
-5.146959385345516225e+00 1.358943054587121857e+01 3.000000000000000000e+01
-5.148179054822118239e+00 1.359277624676343343e+01 3.000000000000000000e+01
-5.149470342932937150e+00 1.359612183409799080e+01 3.000000000000000000e+01
-5.150833246197979776e+00 1.359946730138568149e+01 3.000000000000000000e+01
-5.152267760943538555e+00 1.360281264213808328e+01 3.000000000000000000e+01
-5.153773883302232406e+00 1.360615784986759813e+01 3.000000000000000000e+01
-5.155351609213020048e+00 1.360950291808748780e+01 3.000000000000000000e+01
-5.157000934421301253e+00 1.361284784031193063e+01 3.000000000000000000e+01
-5.158721854478885760e+00 1.361619261005604642e+01 3.000000000000000000e+01
-5.160514364744111404e+00 1.361953722083594620e+01 3.000000000000000000e+01
-5.162378460381843226e+00 1.362288166616877660e+01 3.000000000000000000e+01
-5.164314136363539198e+00 1.362622593957276784e+01 3.000000000000000000e+01
-5.166321387467305293e+00 1.362957003456725147e+01 3.000000000000000000e+01
-5.168400208277940777e+00 1.363291394467273498e+01 3.000000000000000000e+01
-5.170550593187014599e+00 1.363625766341091605e+01 3.000000000000000000e+01
-5.172772536392888476e+00 1.363960118430474111e+01 3.000000000000000000e+01
-5.175066031900810160e+00 1.364294450087844091e+01 3.000000000000000000e+01
-5.177431073522974714e+00 1.364628760665756957e+01 3.000000000000000000e+01
-5.179867654878552941e+00 1.364963049516905969e+01 3.000000000000000000e+01
-5.182375769393804177e+00 1.365297315994124538e+01 3.000000000000000000e+01
-5.184955410302088730e+00 1.365631559450391563e+01 3.000000000000000000e+01
-5.187606570644008208e+00 1.365965779238835509e+01 3.000000000000000000e+01
-5.190329243267423287e+00 1.366299974712738319e+01 3.000000000000000000e+01
-5.193123420827538084e+00 1.366634145225539498e+01 3.000000000000000000e+01
