-3.358222059077313304e+01 0.000000000000000000e+00 9.500000000000000000e+01
-3.351653788788065924e+01 1.050881141003016071e-02 9.500000000000000000e+01
-3.345077900004837801e+01 1.649001605841904014e-02 9.500000000000000000e+01
-3.338494421408673674e+01 2.246135352237932023e-02 9.500000000000000000e+01
-3.331903381585366475e+01 2.842285064153856483e-02 9.500000000000000000e+01
-3.325304809025624309e+01 3.437453426083623281e-02 9.500000000000000000e+01
-3.318698732125281481e+01 4.031643122970918897e-02 9.500000000000000000e+01
-3.312085179185481110e+01 4.624856840129584756e-02 9.500000000000000000e+01
-3.305464178412879761e+01 5.217097263165233062e-02 9.500000000000000000e+01
-3.298835757919842848e+01 5.808367077896890718e-02 9.500000000000000000e+01
-3.292199945724649979e+01 6.398668970280853296e-02 9.500000000000000000e+01
-3.285556769751691775e+01 6.988005626334869991e-02 9.500000000000000000e+01
-3.278906257831675930e+01 7.576379732062195338e-02 9.500000000000000000e+01
-3.272248437701836821e+01 8.163793973378712099e-02 9.500000000000000000e+01
-3.265583337006143694e+01 8.750251036039169428e-02 9.500000000000000000e+01
-3.258910983295508146e+01 9.335753605565207114e-02 9.500000000000000000e+01
-3.252231404027993023e+01 9.920304367174331839e-02 9.500000000000000000e+01
-3.245544626569031976e+01 1.050390600570878102e-01 9.500000000000000000e+01
-3.238850678191641208e+01 1.108656120556675562e-01 9.500000000000000000e+01
-3.232149586076642578e+01 1.166827265063334340e-01 9.500000000000000000e+01
-3.225441377312869662e+01 1.224904302421311181e-01 9.500000000000000000e+01
-3.218726078897395126e+01 1.282887500896275346e-01 9.500000000000000000e+01
-3.212003717735756680e+01 1.340777128682577313e-01 9.500000000000000000e+01
-3.205274320642169528e+01 1.398573453896679308e-01 9.500000000000000000e+01
-3.198537914339758359e+01 1.456276744570696169e-01 9.500000000000000000e+01
-3.191794525460775489e+01 1.513887268646154916e-01 9.500000000000000000e+01
-3.185044180546842796e+01 1.571405293967632344e-01 9.500000000000000000e+01
-3.178286906049161686e+01 1.628831088276588845e-01 9.500000000000000000e+01
