-5.231343308449395657e+00 6.086409459526691101e+00 3.000000000000000000e+01
-5.231285703043498714e+00 6.089756632562832728e+00 3.000000000000000000e+01
-5.231299674934260402e+00 6.093103807310013664e+00 3.000000000000000000e+01
-5.231385224066843698e+00 6.096450977291365092e+00 3.000000000000000000e+01
-5.231542350192929902e+00 6.099798136030056384e+00 3.000000000000000000e+01
-5.231771052870765715e+00 6.103145277049324413e+00 3.000000000000000000e+01
-5.232071331465162345e+00 6.106492393872530400e+00 3.000000000000000000e+01
-5.232443185147465314e+00 6.109839480023191882e+00 3.000000000000000000e+01
-5.232886612895594425e+00 6.113186529025031568e+00 3.000000000000000000e+01
-5.233401613494046423e+00 6.116533534402010197e+00 3.000000000000000000e+01
-5.233988185533915427e+00 6.119880489678380719e+00 3.000000000000000000e+01
-5.234646327412898259e+00 6.123227388378722047e+00 3.000000000000000000e+01
-5.235376037335293553e+00 6.126574224027984350e+00 3.000000000000000000e+01
-5.236177313312071036e+00 6.129920990151527249e+00 3.000000000000000000e+01
-5.237050153160850208e+00 6.133267680275167777e+00 3.000000000000000000e+01
-5.237994554505922551e+00 6.136614287925222122e+00 3.000000000000000000e+01
-5.239010514778295047e+00 6.139960806628541157e+00 3.000000000000000000e+01
-5.240098031215718599e+00 6.143307229912556622e+00 3.000000000000000000e+01
-5.241257100862702245e+00 6.146653551305325536e+00 3.000000000000000000e+01
-5.242487720570542464e+00 6.149999764335571051e+00 3.000000000000000000e+01
-5.243789886997372918e+00 6.153345862532721533e+00 3.000000000000000000e+01
-5.245163596608187540e+00 6.156691839426952306e+00 3.000000000000000000e+01
-5.246608845674863630e+00 6.160037688549234502e+00 3.000000000000000000e+01
-5.248125630276247122e+00 6.163383403431367924e+00 3.000000000000000000e+01
-5.249713946298123268e+00 6.166728977606031670e+00 3.000000000000000000e+01
-5.251373789433331218e+00 6.170074404606815222e+00 3.000000000000000000e+01
-5.253105155181763131e+00 6.173419677968274399e+00 3.000000000000000000e+01
-5.254908038850419238e+00 6.176764791225959783e+00 3.000000000000000000e+01
