 -66.00    6.3096E+07    1.3462E+08    1.1192E+08    1.8620E+08    5.2660E+08
 -66.00    7.9433E+07    2.9409E+08    2.4637E+08    4.0752E+08    1.1524E+09
 -66.00    1.0000E+08    4.8435E+08    4.0395E+08    6.6830E+08    1.9034E+09
 -66.00    1.2589E+08    1.5691E+09    1.3078E+09    4.4462E+09    4.8060E+09
 -66.00    1.5849E+08    2.8512E+09    2.3715E+09    8.9131E+09    8.2278E+09
 -66.00    1.9953E+08    4.3372E+09    3.6200E+09    1.4151E+10    1.2244E+10
 -66.00    2.5119E+08    6.0748E+09    5.0698E+09    2.0241E+10    1.6854E+10
 -66.00    3.1623E+08    8.0811E+09    6.7406E+09    2.7273E+10    2.2258E+10
 -66.00    3.9811E+08    1.5820E+10    1.3177E+10    4.3323E+10    3.5874E+10
 -66.00    5.0119E+08    2.4808E+10    2.0677E+10    6.1838E+10    5.1558E+10
 -66.00    6.3096E+08    3.5164E+10    2.9303E+10    8.3145E+10    6.9766E+10
 -66.00    7.9433E+08    4.7096E+10    3.9269E+10    1.0756E+11    9.0547E+10
 -66.00    1.0000E+09    6.0685E+10    5.0578E+10    1.3523E+11    1.1423E+11
 -66.00    1.2589E+09    8.1999E+10    6.8275E+10    1.7277E+11    1.4392E+11
 -66.00    1.5849E+09    1.0624E+11    8.8465E+10    2.1537E+11    1.7766E+11
 -66.00    1.9953E+09    1.3364E+11    1.1134E+11    2.6356E+11    2.1546E+11
 -66.00    2.5119E+09    1.6472E+11    1.3720E+11    3.1778E+11    2.5744E+11
 -66.00    3.1623E+09    1.9964E+11    1.6633E+11    3.7845E+11    3.0515E+11
 -66.00    3.9811E+09    2.3884E+11    1.9912E+11    4.3922E+11    3.4649E+11
 -66.00    5.0119E+09    2.8290E+11    2.3581E+11    5.0634E+11    3.9150E+11
 -66.00    6.3096E+09    3.3202E+11    2.7680E+11    5.8096E+11    4.4075E+11
 -66.00    7.9433E+09    3.8656E+11    3.2225E+11    6.6331E+11    4.9530E+11
 -66.00    1.0000E+10    4.4702E+11    3.7236E+11    7.5433E+11    5.5501E+11
 -66.00    1.2589E+10    4.9635E+11    4.1343E+11    8.3859E+11    6.2936E+11
 -66.00    1.5849E+10    5.5027E+11    4.5852E+11    9.3090E+11    7.1018E+11
 -66.00    1.9953E+10    6.0879E+11    5.0734E+11    1.0313E+12    7.9924E+11
 -66.00    2.5119E+10    6.7196E+11    5.6021E+11    1.1402E+12    8.9620E+11
 -66.00    3.1623E+10    7.4118E+11    6.1787E+11    1.2583E+12    1.0026E+12
 -66.00    3.9811E+10    7.9216E+11    6.6010E+11    1.3443E+12    1.0717E+12
 -66.00    5.0119E+10    8.4579E+11    7.0505E+11    1.4359E+12    1.1446E+12
 -66.00    6.3096E+10    9.0321E+11    7.5237E+11    1.5324E+12    1.2221E+12
 -66.00    7.9433E+10    9.6266E+11    8.0222E+11    1.6340E+12    1.3011E+12
 -66.00    1.0000E+11    1.0261E+12    8.5535E+11    1.7422E+12    1.3887E+12
 0. 0. 0. 0. 0. 0.
 -65.00    1.9953E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -65.00    2.5119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -65.00    3.1623E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -65.00    3.9811E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -65.00    5.0119E+07    0.0000E+00    0.0000E+00    0.0000E+00    0.0000E+00
 -65.00    6.3096E+07    1.8879E+08    1.5697E+08    2.5978E+08    7.3794E+08
 -65.00    7.9433E+07    4.1386E+08    3.4298E+08    5.6984E+08    1.6194E+09
 -65.00    1.0000E+08    6.7867E+08    5.6520E+08    9.3675E+08    2.6532E+09
 -65.00    1.2589E+08    2.1900E+09    1.8263E+09    6.1212E+09    6.6736E+09
 -65.00    1.5849E+08    3.9781E+09    3.3175E+09    1.2266E+10    1.1379E+10
 -65.00    1.9953E+08    6.0619E+09    5.0559E+09    1.9451E+10    1.6944E+10
 -65.00    2.5119E+08    8.4920E+09    7.0743E+09    2.7812E+10    2.3264E+10
 -65.00    3.1623E+08    1.1299E+10    9.4068E+09    3.7484E+10    3.0640E+10
 -65.00    3.9811E+08    2.1212E+10    1.7682E+10    5.9252E+10    4.8762E+10
 -65.00    5.0119E+08    3.2734E+10    2.7305E+10    8.4390E+10    6.9696E+10
 -65.00    6.3096E+08    4.6043E+10    3.8384E+10    1.1332E+11    9.3878E+10
 -65.00    7.9433E+08    6.1283E+10    5.1102E+10    1.4640E+11    1.2152E+11
 -65.00    1.0000E+09    7.8750E+10    6.5634E+10    1.8410E+11    1.5280E+11
 -65.00    1.2589E+09    1.0652E+11    8.8756E+10    2.3317E+11    1.9088E+11
 -65.00    1.5849E+09    1.3820E+11    1.1516E+11    2.8881E+11    2.3373E+11
 -65.00    1.9953E+09    1.7408E+11    1.4506E+11    3.5156E+11    2.8190E+11
 -65.00    2.5119E+09    2.1464E+11    1.7894E+11    4.2206E+11    3.3630E+11
 -65.00    3.1623E+09    2.6054E+11    2.1697E+11    5.0104E+11    3.9669E+11
 -65.00    3.9811E+09    3.1094E+11    2.5904E+11    5.8105E+11    4.4928E+11
 -65.00    5.0119E+09    3.6722E+11    3.0610E+11    6.6978E+11    5.0757E+11
 -65.00    6.3096E+09    4.3007E+11    3.5829E+11    7.6829E+11    5.7181E+11
 -65.00    7.9433E+09    4.9995E+11    4.1643E+11    8.7662E+11    6.4186E+11
 -65.00    1.0000E+10    5.7718E+11    4.8091E+11    9.9631E+11    7.1901E+11
 -65.00    1.2589E+10    6.4165E+11    5.3464E+11    1.1093E+12    8.1430E+11
 -65.00    1.5849E+10    7.1154E+11    5.9287E+11    1.2326E+12    9.1901E+11
 -65.00    1.9953E+10    7.8766E+11    6.5641E+11    1.3663E+12    1.0338E+12
 -65.00    2.5119E+10    8.7058E+11    7.2548E+11    1.5118E+12    1.1585E+12
 -65.00    3.1623E+10    9.6044E+11    8.0041E+11    1.6692E+12    1.2965E+12
